verdict,politician_name,statement,statement_date,statement_source,factcheck_analysis_link
mostly-true,Bill Bennett,"""Four percent of American citizens are black males, but they are 35 percent of murder victims.""",7/26/2009,television,https://www.politifact.com/factchecks/2009/jul/28/bill-bennett/black-men-are-4-percent-americans-35-percent-murde/
false,Scott Walker,"Obamacare doesn’t require members of Congress ""to abide by the same rules that all of the other Americans do.""",9/1/2015,news,https://www.politifact.com/factchecks/2015/sep/28/scott-walker/scott-walker-obamacare-doesnt-require-members-cong/
mostly-true,Barack Obama,"Nearly 6 in 10 uninsured Americans ""can get health insurance for what may be the equivalent of your cell phone bill.""",10/21/2013,speech,https://www.politifact.com/factchecks/2013/oct/28/barack-obama/obama-says-some-can-buy-health-insurance-cost-mont/
half-true,Barack Obama,"Today, ""the United States is the most respected country on Earth.""",6/1/2015,speech,https://www.politifact.com/factchecks/2015/jun/03/barack-obama/barack-obama-says-us-today-most-respected-country-/
mostly-false,Terry McAuliffe,"Ken Cuccinelli would ""take money away from public schools to fund private schools.""",10/16/2013,advertisement,https://www.politifact.com/factchecks/2013/nov/01/terry-mcauliffe/mcauliffe-says-cuccinelli-would-use-public-school-/
false,Rob Andrews,"Says the ""number-one source"" of illegal immigration ""is people legally coming to the United States on a tourist visa or a student visa and then disappearing into the population and never being heard from again.""",9/12/2012,news,https://www.politifact.com/factchecks/2012/sep/23/rob-andrews/rep-rob-andrews-claims-most-illegal-immigrants-fir/
true,Chris Christie,"""A far different picture from the prior eight years, which saw 115 increases in taxes and fees.""",1/8/2013,speech,https://www.politifact.com/factchecks/2013/jan/10/chris-christie/chris-christie-says-taxes-fees-raised-115-times-8-/
true,Vance Smith,Georgia has some of the best maintained roads in America.,1/19/2011,other,https://www.politifact.com/factchecks/2011/feb/07/vance-smith/georgia-roads-are-among-americas-best-state-offici/
half-true,Barack Obama,"""More than 90 percent of the guns recovered in Mexico come from the United States.""",4/16/2009,news,https://www.politifact.com/factchecks/2009/apr/17/barack-obama/Obama-claims-90-percent-guns-used-Mexico/
half-true,Richard Corcoran,"""Most of these mass shootings take place in (areas) where you're not allowed to have a concealed weapons permit.""",2/12/2017,television,https://www.politifact.com/factchecks/2017/feb/21/richard-corcoran/do-most-mass-shootings-happen-gun-free-zones/
mostly-true,Donald Trump,"Says one year later, ""the coalition to defeat ISIS has liberated very close to 100 percent of the territory just recently held by these killers in Iraq and Syria.""",1/30/2018,speech,https://www.politifact.com/factchecks/2018/jan/31/donald-trump/trump-isis-territory-losses-near-100/
pants-fire,Kevin Downing,"Says Paul Manafort’s sentencing judge, Amy Berman Jackson, ""conceded that there was absolutely no evidence of any Russian collusion in this case. So that makes two courts. Two courts have ruled no evidence of any collusion with any Russians.""",3/13/2019,news,https://www.politifact.com/factchecks/2019/mar/14/kevin-downing/pants-fire-claim-two-courts-backed-trumps-claim-no/
pants-fire,Barack Obama,"""What we said was, you can keep (your plan) if it hasn’t changed since the law passed.""",11/4/2013,speech,https://www.politifact.com/factchecks/2013/nov/06/barack-obama/barack-obama-says-what-hed-said-was-you-could-keep/
true,Rick Perry,"""Over the last 10 years, Texas created 33 percent of the net new jobs nationwide.""",5/9/2013,advertisement,https://www.politifact.com/factchecks/2013/may/09/rick-perry/rick-perry-says-texas-accounted-33-percent-nations/
false,Tim Kaine,"The ceilings of the Virginia Senate and House chambers are ""circled by gold-embossed tobacco leaves.""",5/20/2019,speech,https://www.politifact.com/factchecks/2019/may/30/tim-kaine/sorry-tim-kaine-theres-no-tobacco-frescoed-state-c/
half-true,Scott Walker,"Says that even if his budget is adopted, private schools in the choice program would be getting about half the per-pupil funds that public schools receive",3/22/2013,news,https://www.politifact.com/factchecks/2013/apr/07/scott-walker/gov-scott-walker-says-choice-schools-would-get-onl/
true,Rand Paul,"""If you are going to kill the families of terrorists, realize that there's something called the Geneva Convention we're going to have to pull out of.""",12/15/2015,speech,https://www.politifact.com/factchecks/2015/dec/17/rand-paul/rand-pauls-right-geneva-conventions-bar-donald-tru/
mostly-false,Barack Obama,"""Over the last several months, there was a review board headed by two distinguished Americans, Mike Mullen and Tom Pickering, who investigated every element of"" the Benghazi incident.",5/13/2013,news,https://www.politifact.com/factchecks/2013/may/14/barack-obama/barack-obama-says-review-benghazi-attack-investiga/
half-true,Charlie Crist,"Says Rick Scott ""spent $800,000 of your tax dollars upgrading the Governor's Mansion.""",10/24/2014,campaign,https://www.politifact.com/factchecks/2014/oct/31/charlie-crist/crist-says-scott-spent-800k-governors-mansion-reno/
true,Tom Graves,"""The federal government owns tens of thousands of properties that are vacant or underused.""",3/20/2012,news,https://www.politifact.com/factchecks/2012/apr/20/tom-graves/graves-tens-thousands-federal-properties-are-vacan/
mostly-true,Jeb Bush,"""If you look at the three people on the (debate) stage from the United States Senate, all three of them have a combined two bills that became law that they've sponsored.""",11/1/2015,news,https://www.politifact.com/factchecks/2015/nov/01/jeb-bush/jeb-bush-says-rubio-cruz-and-paul-have-combined-tw/
false,Trey Gowdy,"""We were the last flag flying in Benghazi.""",5/11/2014,news,https://www.politifact.com/factchecks/2014/may/16/trey-gowdy/trey-gowdy-says-we-were-last-flag-flying-benghazi/
false,Kimberly Lightford,"The novel coronavirus was ""man-made.""",5/15/2020,news,https://www.politifact.com/factchecks/2020/may/21/kimberly-lightford/no-novel-coronavirus-was-not-man-made/
mostly-true,David Perdue,"""USAID put $8 billion up and attracted more than $45 billion in a public-private partnership called Power Africa.""",3/1/2017,news,https://www.politifact.com/factchecks/2017/mar/21/david-perdue/sen-perdue-touts-us-power-program-africa/
true,Keith Ellison,"""About three-quarters of (Syrian refugees) are women and children. A full third of them are kids under 12 years old.""",1/29/2017,news,https://www.politifact.com/factchecks/2017/feb/02/keith-ellison/rep-keith-ellison-correct-demographic-overview-syr/
half-true,Rick Perry,"""Our president has labeled Americans as soft.""",10/18/2011,social_media,https://www.politifact.com/factchecks/2011/oct/23/rick-perry/rick-perry-says-barack-obama-labeled-americans-sof/
true,Barack Obama,"Says Donald Trump's foundation ""took money other people gave to his charity and then bought a six-foot-tall painting of himself.""",9/13/2016,speech,https://www.politifact.com/factchecks/2016/sep/13/barack-obama/barack-obama-says-trump-foundation-took-other-peop/
true,Jeanette Kowalik,"""Our health department, our city and our county declared racism as a public health crisis last year.""",6/14/2020,television,https://www.politifact.com/factchecks/2020/jun/18/jeanette-kowalik/milwaukee-was-among-first-declare-racism-public-he/
mostly-false,Michael McCaul,"""80% of children born in developing countries die of cancer each year.""",12/11/2019,social_media,https://www.politifact.com/factchecks/2019/dec/20/michael-mccaul/mortality-rate-childhood-cancer-mccaul-texas/
mostly-true,Scott DesJarlais,"""The United States already has the highest corporate tax rate in the world.""",4/24/2012,blog,https://www.politifact.com/factchecks/2012/may/04/scott-desjarlais/freshman-congressman-scott-desjarlais-says-us-has-/
false,Rick Scott,"Says Sen. Bill Nelson ""voted for higher taxes"" 349 times.",6/13/2018,advertisement,https://www.politifact.com/factchecks/2018/jul/05/rick-scott/did-sen-bill-nelson-vote-higher-taxes-349-no/
false,Michael Bloomberg,"Africa is spending ""the highest percentage of their GDP on education of any part of the world.""",8/3/2014,television,https://www.politifact.com/factchecks/2014/aug/07/michael-bloomberg/bloomberg-africa-spends-more-education-any-other-p/
half-true,Charlotte Lehan,"Says Oak Grove is ""one of the largest cities in Oregon"" and is ""the biggest city in Clackamas County and it's not a city.""",1/8/2013,news,https://www.politifact.com/factchecks/2013/jan/30/charlotte-lehan/oak-grove-one-largest-cities-oregon-clackamas-coun/
true,Scott Walker,"Says Milwaukee County spent over $170,000 in salaries in 2010 for employees to ""participate in union activities such as collective bargaining.""",2/22/2011,news,https://www.politifact.com/factchecks/2011/may/08/scott-walker/wisconsin-gov-scott-walker-says-milwaukee-county-p/
mostly-false,Allen West,"""U.S. troops are getting only 4 hours of Ebola training before deployment to Liberia.""",10/20/2014,social_media,https://www.politifact.com/factchecks/2014/oct/23/allen-west/do-us-troops-get-just-4-hours-ebola-training/
mostly-false,Lori Lightfoot,"""Teachers in Chicago Public Schools are paid some of the highest compensation of any school system in the country.""",9/25/2019,speech,https://www.politifact.com/factchecks/2019/oct/11/lori-lightfoot/are-chicago-public-school-teachers-among-nations-h/
mostly-true,Barack Obama,"""When we've got CEOs making more in 10 minutes than ordinary workers are making in a year ... then something is wrong.""",2/19/2008,campaign,https://www.politifact.com/factchecks/2008/feb/28/barack-obama/certainly-steve-jobs-is/
mostly-false,Barack Obama,"As governor, ""Mitt Romney raised nursing home fees eight times.""",10/9/2012,campaign,https://www.politifact.com/factchecks/2012/oct/15/barack-obama/obama-ad-says-romney-raised-nursing-home-fees-eigh/
false,Donald Trump,"""I was totally against the war in Iraq.""",9/7/2016,meeting,https://www.politifact.com/factchecks/2016/sep/08/donald-trump/trump-repeats-wrong-claim-he-opposed-iraq-war/
half-true,Reince Priebus,"Says President Obama has grown the federal government payroll by 141,000 workers and wants to add 125,000 more.",11/16/2010,social_media,https://www.politifact.com/factchecks/2010/nov/24/reince-priebus/wisconsin-republican-party-chairman-reince-priebus/
mostly-true,Michael Bloomberg,"Says Donald Trump ""games the U.S. visa system so he can hire temporary foreign workers at low wages.""",7/27/2016,speech,https://www.politifact.com/factchecks/2016/jul/28/michael-bloomberg/michael-bloomberg-donald-trump-visa-sys/
mostly-false,Tom Marino,"""[Hillary Clinton]'s not trusted -- virtually at all.""",7/18/2016,speech,https://www.politifact.com/factchecks/2016/jul/20/tom-marino/pa-congressmans-claim-hillary-clinton-trusted-virt/
false,Donald Trump,"""In her campaign for president, Hillary Clinton has received $100 million in contributions from Wall Street and hedge funds.""",9/28/2016,speech,https://www.politifact.com/factchecks/2016/oct/06/donald-trump/how-much-money-have-wall-street-and-hedge-funds-gi/
false,Roger Falk,"Says the Austin school district ""enjoys the highest per-student funding of all large Texas districts"" even after forwarding tax revenue to the state.",11/3/2017,news,https://www.politifact.com/factchecks/2017/nov/17/roger-falk/taxpayer-incorrectly-says-austin-school-district-t/
mostly-true,Cori Bush,"""Approximately 60,000 Canadians currently live undocumented in the USA.""",9/23/2021,social_media,https://www.politifact.com/factchecks/2021/oct/04/cori-bush/fact-check-how-many-undocumented-canadians-live-us/
mostly-true,Dianne Feinstein,"""We are the only industrialized nation that relies heavily on a for-profit medical insurance industry to provide basic health care.""",3/8/2010,news,https://www.politifact.com/factchecks/2010/mar/11/dianne-feinstein/feinstein-says-us-only-nation-rely-heavily-profit-/
false,Rose Ferlita,"Tampa mayoral opponent Bob Buckhorn ""supported forcing police officers to keep their guns locked in the trunks of their cruisers.""",3/10/2011,campaign,https://www.politifact.com/factchecks/2011/mar/11/rose-ferlita/rose-ferlita-says-bob-buckhorn-wanted-police-lock/
mostly-false,Harry Reid,"Says ""Donald Trump and Mike Pence want to gamble with your retirement benefits in the stock market.""",7/27/2016,speech,https://www.politifact.com/factchecks/2016/jul/28/harry-reid/harry-reid-says-trump-pence-want-gamble-americans-/
half-true,Donald Trump,"Says a Ted Cruz ad has ""got me bull-dozing down a house. I never bulldozed it down. It's false advertising.""",1/24/2016,news,https://www.politifact.com/factchecks/2016/jan/24/donald-trump/donald-trump-calls-out-ted-cruz-ad-about-trump-bul/
true,Nancy Pelosi,"""More than 64 percent of minimum-wage earners are women.""",3/7/2013,news,https://www.politifact.com/factchecks/2013/mar/13/nancy-pelosi/nancy-pelosi-says-64-percent-minimum-wage-earners-/
